codigo,producto_excel,categoria_excel,excel_qty,excel_venta,canon_qty,canon_venta,canon_qty_diff,canon_venta_diff,point_qty,point_venta,point_qty_diff,point_venta_diff,canon_producto,point_producto
P3PMINI,Pastel 3 Pecados Mini,Pastel Mini,107,19795,131,24235,24,4440,156,28860,49,9065,Pastel 3 Pecados - Mini,Pastel 3 Pecados Mini
3489,Pastel Lotus Mediano,Pastel Mediano,10,6800,4,2720,-6,-4080,15,10200,5,3400,Pastel Lotus - Mediano,Pastel Lotus Mediano
01CHLI01,,,0,0,30,4050,30,4050,0,0,0,0,Cheesecakes Lotus Individual,
0054,Pastel de Snickers Grande,Pastel Grande,13,9750,18,13500,5,3750,21,15750,8,6000,Pastel Snicker's - Grande,Pastel de Snickers Grande
5430,Pastel Lotus R,Rebanada,77,5225,95,8735,18,3510,117,8040,40,2815,Pastel 3 Leches Lotus - Chico,Pastel Lotus R
0107,Pastel de 3 Pecados Grande,Pastel Grande,57,39900,62,43400,5,3500,83,58100,26,18200,Pastel 3 Pecados - Grande,Pastel de 3 Pecados Grande
1250,ESPAGUETI DORADA,Granmark,42,2856,0,0,-42,-2856,75,5100,33,2244,,ESPAGUETI DORADA
PFCMINI,Pastel Fresas con Crema Mini,Pastel Mini,98,18130,171,20825,73,2695,143,26455,45,8325,Pastel Fresas Con Crema - Mini,Pastel Fresas con Crema Mini
0313,TE DEL JARDIN,TE,115,2300,3,60,-112,-2240,186,3720,71,1420,TE DEL JARDIN,TE DEL JARDIN
0160,Bollo Lotus,Bollo,210,8151,268,10374,58,2223,346,13416,136,5265,Bollo Lotus,Bollo Lotus
0064,Pastel de Zanahoria Grande,Pastel Grande,10,7000,13,9100,3,2100,16,11200,6,4200,Pastel Zanahoria - Grande,Pastel de Zanahoria Grande
0116,Bollo Chocolate,Bollo,322,11592,380,13680,58,2088,488,17568,166,5976,Bollo Chocolate,Bollo Chocolate
CHCAKEINDROLLCANELA,Cheesecake Roll Canela Individual,Individual,73,9490,89,11570,16,2080,109,14170,36,4680,Cheesecake Roll Canela Individual,Cheesecake Roll Canela Individual
0118,Bollo Zanahoria,Bollo,281,7587,355,9585,74,1998,439,11853,158,4266,Bollo Zanahoria,Bollo Zanahoria
0117,Bollo Vainilla,Bollo,254,8602,312,10574,58,1972,403,13634,149,5032,Pastel Vainilla - Bollo,Bollo Vainilla
6423,Pastel Lotus Chico,Pastel Chico,9,4005,5,2225,-4,-1780,17,7565,8,3560,Pastel Lotus - Chico,Pastel Lotus Chico
0119,Bollo Red Velvet,Bollo,251,7530,310,9300,59,1770,398,11940,147,4410,Bollo Red Velvet,Bollo Red Velvet
0058,Pastel de Snickers Rebanada,Rebanada,175,11830,200,13580,25,1750,263,17570,88,5740,Pastel Snicker's - Rebanada,Pastel de Snickers Rebanada
01GN01,Galleta Nutella,Galletas,235,7050,290,8700,55,1650,359,10770,124,3720,Galleta Nutella,Galleta Nutella
1251,ESPAGUETI ROSA PERLADO,Granmark,23,1564,0,0,-23,-1564,37,2516,14,952,,ESPAGUETI ROSA PERLADO
5638,Galleta Lotus,Galletas,133,6354,164,7842,31,1488,218,10444,85,4090,Galleta Lotus,Galleta Lotus
7186/1,VELA METALICA No. 1 DORADO,Granmark,41,1435,0,0,-41,-1435,60,2100,19,665,,VELA METALICA No. 1 DORADO
CND000944,VELA PLATA,Alegría,22,1430,0,0,-22,-1430,38,2470,16,1040,,VELA PLATA
0126,Galleta Red Velvet,Galletas,206,6096,253,7485,47,1389,313,9270,107,3174,Galleta Red Velvet Mejorada 2025,Galleta Red Velvet
01GCC01,Galleta Chispas Chocolate,Galletas,223,7088,260,8272,37,1184,314,10048,91,2960,Galleta de Chispas de Chocolate,Galleta Chispas Chocolate
01964,Pastel de Arándano Chico,Pastel Chico,22,8470,25,9625,3,1155,37,14245,15,5775,Pastel de Arándano - Chico,Pastel de Arándano Chico
COCA450,COCA-COLA 450 ML,Coca-cola,52,1122,0,0,-52,-1122,89,1914,37,792,,COCA-COLA 450 ML
CND000982,VELA BLANCA BASE BRILLOS DORADA,Alegría,19,1102,0,0,-19,-1102,27,1566,8,464,,VELA BLANCA BASE BRILLOS DORADA
0135,Empanada de Manzana,Empanadas,494,4940,600,6000,106,1060,751,7510,257,2570,Empanada de Manzana,Empanada de Manzana
0063,Pastel de Crunch R,Rebanada,122,8120,137,9170,15,1050,201,13230,79,5110,Pastel de Crunch R,Pastel de Crunch R
7186/2,VELA METALICA No. 2 DORADO,Granmark,27,945,0,0,-27,-945,47,1645,20,700,,VELA METALICA No. 2 DORADO
PCRUNCHMINI,Pastel Crunch Mini,Pastel Mini,52,9620,57,10545,5,925,73,13505,21,3885,Pastel Crunch - Mini,Pastel Crunch Mini
0177,Letrero Chispas HB 1,Pillines,29,2320,18,1440,-11,-880,41,3280,12,960,Letrero Chispas HB 1,Letrero Chispas HB 1
01BLN01,Bolitas de Nuez 10 PZ,Galletas,82,1640,97,2400,15,760,123,2460,41,820,Bolitas de Nuez 10 PZ,Bolitas de Nuez 10 PZ
CND000980,VELA ROSA BRILLOS Y DORADA,Alegría,13,754,0,0,-13,-754,17,986,4,232,,VELA ROSA BRILLOS Y DORADA
CND000949,VELA ESPAGUETI NEGRO PERLADO,Alegría,10,750,0,0,-10,-750,16,1200,6,450,,VELA ESPAGUETI NEGRO PERLADO
005353,Pastel Piñatero Grande,Pastel Grande,2,1420,3,2130,1,710,4,2840,2,1420,Pastel Piñatero - Grande,Pastel Piñatero Grande
7186/8,VELA METALICA No. 8 DORADO,Granmark,19,665,0,0,-19,-665,28,980,9,315,,VELA METALICA No. 8 DORADO
0179,Letrero Chispas Felicidades,Pillines,20,1700,13,1105,-7,-595,34,2890,14,1190,Letrero Chispas Felicidades,Letrero Chispas Felicidades
CHEESETORTCH,,,0,0,1,590,1,590,0,0,0,0,Cheesecake Tortuga Chico,
CHEESETORTM,Cheesecake Tortuga M,Cheesecake,1,590,0,0,-1,-590,2,1180,1,590,,Cheesecake Tortuga M
7186/0,VELA METALICA No. 0 DORADO,Granmark,15,525,0,0,-15,-525,26,910,11,385,,VELA METALICA No. 0 DORADO
7186/1R,VELA METALICA No. 1 ROSA,Granmark,15,525,0,0,-15,-525,25,875,10,350,,VELA METALICA No. 1 ROSA
7186/4,VELA METALICA No. 4 DORADO,Granmark,15,525,0,0,-15,-525,27,945,12,420,,VELA METALICA No. 4 DORADO
0320,EXTRA 100,Otros postres,5,500,0,0,-5,-500,10,1000,5,500,,EXTRA 100
7186/9,VELA METALICA No. 9 DORADO,Granmark,14,490,0,0,-14,-490,20,700,6,210,,VELA METALICA No. 9 DORADO
5346,Pastel Arándano Mediano,Pastel Mediano,3,1440,4,1920,1,480,5,2400,2,960,Pastel de Arándano - Mediano,Pastel Arándano Mediano
0304,Servicio Domicilio 2,Otros postres,31,465,0,0,-31,-465,52,780,21,315,,Servicio Domicilio 2
7186/2R,VELA METALICA No. 2 ROSA,Granmark,13,455,0,0,-13,-455,15,525,2,70,,VELA METALICA No. 2 ROSA
7186/3,VELA METALICA No. 3 DORADO,Granmark,13,455,0,0,-13,-455,19,665,6,210,,VELA METALICA No. 3 DORADO
7186/7,VELA METALICA No. 7 DORADO,Granmark,13,455,0,0,-13,-455,22,770,9,315,,VELA METALICA No. 7 DORADO
0090,Pastel de Vainilla Mediano,Pastel Mediano,2,900,3,1350,1,450,3,1350,1,450,Pastel Vainilla - Mediano,Pastel de Vainilla Mediano
0106,Pastel de 3 Leches Rebanada,Rebanada,7,490,13,910,6,420,13,910,6,420,Pastel 3 Leches - Rebanada,Pastel de 3 Leches Rebanada
7186/3R,VELA METALICA No. 3 ROSA,Granmark,12,420,0,0,-12,-420,17,595,5,175,,VELA METALICA No. 3 ROSA
7186/5,VELA METALICA No. 5 DORADO,Granmark,12,420,0,0,-12,-420,20,700,8,280,,VELA METALICA No. 5 DORADO
CND000951,VELA SPAGUETI ROSA PERLADO,Alegría,7,420,0,0,-7,-420,9,540,2,120,,VELA SPAGUETI ROSA PERLADO
7186/4R,VELA METALICA No. 4 ROSA,Granmark,11,385,0,0,-11,-385,17,595,6,210,,VELA METALICA No. 4 ROSA
7186/6,VELA METALICA No. 6 DORADO,Granmark,10,350,0,0,-10,-350,12,420,2,70,,VELA METALICA No. 6 DORADO
CND00095,VELA ESPAGUETI COLORES,Alegría,13,338,0,0,-13,-338,19,494,6,156,,VELA ESPAGUETI COLORES
1849,Vaso con crema grande,Vasos Preparados Grande,5,325,0,0,-5,-325,9,585,4,260,,Vaso con crema grande
0180,Letrero Chispas Feliz Cumpleaños,Pillines,31,2480,27,2160,-4,-320,48,3840,17,1360,Letrero Chispas Feliz Cumpleaños,Letrero Chispas Feliz Cumpleaños
6792,Piñatero Chico,Pastel Chico,1,320,0,0,-1,-320,2,640,1,320,,Piñatero Chico
CND001097,VELA ESPIRAL ROSA MORADO AZUL BRILLOS,Alegría,9,315,0,0,-9,-315,12,420,3,105,,VELA ESPIRAL ROSA MORADO AZUL BRILLOS
CND000945,VELA NEGRO PERLADO 13 CM S/BASE,Alegría,4,300,0,0,-4,-300,6,450,2,150,,VELA NEGRO PERLADO 13 CM S/BASE
CND001092,VELA LISA LARGA VERDE PERLA C/BASE,Alegría,6,288,0,0,-6,-288,12,576,6,288,,VELA LISA LARGA VERDE PERLA C/BASE
05021,Bolitas de Nuez KG,Galletas,1,250,0,0,-1,-250,2,500,1,250,,Bolitas de Nuez KG
7186/8R,VELA METALICA No. 8 ROSA,Granmark,7,245,0,0,-7,-245,9,315,2,70,,VELA METALICA No. 8 ROSA
7186/00,VELA METALICA ? DORADO,Granmark,6,210,0,0,-6,-210,12,420,6,210,,VELA METALICA ? DORADO
7186/9R,VELA METALICA No. 9 ROSA,Granmark,6,210,0,0,-6,-210,10,350,4,140,,VELA METALICA No. 9 ROSA
3462,Piñatero Mini,Pastel Mini,31,5890,32,6080,1,190,48,9120,17,3230,Pastel Piñatero - Mini,Piñatero Mini
7186/6R,VELA METALICA No. 6 ROSA,Granmark,5,175,0,0,-5,-175,7,245,2,70,,VELA METALICA No. 6 ROSA
0303,Servicio Domicilio 1,Otros postres,6,150,0,0,-6,-150,10,250,4,100,,Servicio Domicilio 1
7186/7R,VELA METALICA No. 7 ROSA,Granmark,4,140,0,0,-4,-140,7,245,3,105,,VELA METALICA No. 7 ROSA
CND000943,VELA DORADA,Alegría,2,136,0,0,-2,-136,4,272,2,136,,VELA DORADA
1225,Empaque Pay,PLÁSTICOS,44,132,0,0,-44,-132,30,90,-14,-42,,Empaque Pay
7186/0R,VELA METALICA No. 0 ROSA,Granmark,3,105,0,0,-3,-105,3,105,0,0,,VELA METALICA No. 0 ROSA
7186/5R,VELA METALICA No. 5 ROSA,Granmark,3,105,0,0,-3,-105,6,210,3,105,,VELA METALICA No. 5 ROSA
10063,ADEREZO AGRIDULCE,Otros postres,1,97,0,0,-1,-97,1,97,0,0,,ADEREZO AGRIDULCE
1245,Empaque Pastel,PLÁSTICOS,30,90,0,0,-30,-90,20,60,-10,-30,,Empaque Pastel
875,VELA INDIVIDUAL,Alegría,18,90,0,0,-18,-90,27,135,9,45,,VELA INDIVIDUAL
0240,CAJA CH PARA VENTA,Industrias lec,5,75,0,0,-5,-75,10,150,5,75,,CAJA CH PARA VENTA
VHAZUL,VELA HUMO AZUL,Velas Sparklers,1,54,0,0,-1,-54,2,108,1,54,,VELA HUMO AZUL
1421,ENCENDEDOR MINI BIC,Accesorios de repostería,2,48,0,0,-2,-48,2,48,0,0,,ENCENDEDOR MINI BIC
84111506,CAFE STARBUCKS FRAPPUCINO,TE,1,43,0,0,-1,-43,0,0,-1,-43,,
803,CAJA BOLLO 1 PZ P7VENTA,Bollo,4,36,0,0,-4,-36,8,72,4,36,,CAJA BOLLO 1 PZ P7VENTA
0239,CAJA G PARA VENTA,Industrias lec,1,20,0,0,-1,-20,0,0,-1,-20,,
801,CAJA BOLLO 4 PZ P/VENTA,Bollo,1,13,0,0,-1,-13,0,0,-1,-13,,
0308,TARJETA DE REGALO,Otros postres,2,10,0,0,-2,-10,3,15,1,5,,TARJETA DE REGALO
0005,Pay de Plátano Grande,Pay Grande,6,2700,6,2700,0,0,11,4950,5,2250,Pay de Plátano Grande,Pay de Plátano Grande
0006,Pay de Plátano Mediano,Pay Mediano,3,1050,3,1050,0,0,6,2100,3,1050,Pay de Plátano Mediano,Pay de Plátano Mediano
005352,Pastel Piñatero Mediano,Pastel Mediano,2,900,2,900,0,0,3,1350,1,450,Pastel Piñatero - Mediano,Pastel Piñatero Mediano
0059,Pastel de Crunch Grande,Pastel Grande,11,7920,11,7920,0,0,15,10800,4,2880,Pastel Crunch - Grande,Pastel de Crunch Grande
0089,Pastel de Vainilla Grande,Pastel Grande,1,710,1,710,0,0,2,1420,1,710,Pastel Vainilla - Grande,Pastel de Vainilla Grande
01284,Litro crema,Vasos Preparados Grande,6,720,6,720,0,0,4,480,-2,-240,Litro crema,Litro crema
01CPFCC01,Cubeta de Crema Para Fresas,Otros postres,1,2177,1,2177,0,0,1,2177,0,0,Cubeta de Crema Para Fresas,Cubeta de Crema Para Fresas
03SPFREB,Sabor Fresa Rebanada Pay,Rebanada,748,0,422,0,-326,0,1155,0,407,0,Sabor Fresa Rebanada Pay,Sabor Fresa Rebanada Pay
03SPGCCREB,Sabor Galleta con Cajeta Rebanada,Rebanada,21,0,18,0,-3,0,35,0,14,0,Sabor Galleta con Cajeta Rebanada,Sabor Galleta con Cajeta Rebanada
03SPGREB,Sabor Guayaba Rebanada,Rebanada,93,0,50,0,-43,0,139,0,46,0,Sabor Guayaba Rebanada,Sabor Guayaba Rebanada
1125,TOPPING ZANAHORIA G,Pastel Grande,8,0,0,0,-8,0,13,0,5,0,,TOPPING ZANAHORIA G
1254,TOPPING CRUNCH MINI,Pastel Mini,129,0,0,0,-129,0,204,0,75,0,,TOPPING ZANAHORIA C
1412,TOPPING SNICKER CH,Pastel Chico,100,0,0,0,-100,0,165,0,65,0,,TOPPING SNICKER CH
21125,TOPPING CRUNCH M,Pastel Mediano,145,0,0,0,-145,0,235,0,90,0,,TOPPING CRUNCH M
21245,TOPPING 3 LECHES,Pastel Mediano,139,0,0,0,-139,0,205,0,66,0,,TOPPING 3 LECHES
21254,TOPPING SNICKER G,Pastel Grande,14,0,0,0,-14,0,23,0,9,0,,TOPPING SNICKER G
21445,TOPPING ZANAHORIA M,Pastel Mediano,144,0,0,0,-144,0,237,0,93,0,,TOPPING ZANAHORIA M
214541,TOPPING CRUNCH C,Pastel Chico,103,0,0,0,-103,0,159,0,56,0,,TOPPING CRUNCH C
21455,TOPPING CRUNCH G,Pastel Grande,9,0,0,0,-9,0,13,0,4,0,,TOPPING CRUNCH G
22145,TOPPING SNICKER M,Pastel Mediano,175,0,0,0,-175,0,267,0,92,0,,TOPPING SNICKER M
CHEESELOTUSMED,Cheesecakes Lotus M,Cheesecake,1,650,1,650,0,0,1,650,0,0,Cheesecakes Lotus M,Cheesecakes Lotus M
SANFRESAR,TOPPING FRESA REBANADA,Rebanada,76,0,0,0,-76,0,109,0,33,0,,TOPPING FRESA REBANADA
SFRESAG,Sabor Fresa Grande Pay,Pay Grande,338,0,205,0,-133,0,539,0,201,0,Sabor Fresa Grande Pay,Sabor Fresa Grande Pay
SFRESAM,Sabor Fresa Mediano Pay,Pay Mediano,330,0,194,0,-136,0,519,0,189,0,Sabor Fresa Mediano Pay,Sabor Fresa Mediano Pay
SFRESAPC,TOPPING FRESA C,Pastel Chico,257,0,0,0,-257,0,402,0,145,0,,TOPPING FRESA C
SFRESAPG,TOPPING FRESA G,Pastel Grande,54,0,0,0,-54,0,76,0,22,0,,TOPPING FRESA G
SFRESAPM,TOPPING FRESA M,Pastel Mediano,519,0,0,0,-519,0,795,0,276,0,,TOPPING FRESA M
SFRESAPMINI,TOPPING FRESA MINI,Pastel Mini,91,0,0,0,-91,0,129,0,38,0,,TOPPING FRESA MINI
SGALLETACAJETAG,Sabor Galleta Cajeta Grande,Pay Grande,4,0,1,0,-3,0,8,0,4,0,Sabor Galleta Cajeta Grande,Sabor Galleta Cajeta Grande
SGALLETACAJETAM,Sabor Galleta Cajeta Mediano,Pay Mediano,1,0,0,0,-1,0,1,0,0,0,,Sabor Galleta Cajeta Mediano
SGUAYABAG,Sabor Guayaba Grande,Pay Grande,24,0,20,0,-4,0,41,0,17,0,Sabor Guayaba Grande,Sabor Guayaba Grande
SGUAYABAM,Sabor Guayaba Mediano,Pay Mediano,28,0,13,0,-15,0,45,0,17,0,Sabor Guayaba Mediano,Sabor Guayaba Mediano
